Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;ICA Estación
28/05/2025;03:00;0,05;0,23;11;11;Muy bueno / Oso ona;18,88;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/05/2025;02:00;0,05;0,21;12;12;Muy bueno / Oso ona;18,17;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/05/2025;01:00;0,08;0,21;11;11;Muy bueno / Oso ona;17,42;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;24:00;0,1;0,19;13;13;Muy bueno / Oso ona;17,38;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;23:00;0,11;0,2;12;12;Muy bueno / Oso ona;17,25;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;9;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;22:00;0,03;0,2;11;11;Muy bueno / Oso ona;17,38;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;10;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;21:00;0,86;0,2;15;14;Muy bueno / Oso ona;17,83;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;11;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;20:00;1,19;0,17;12;12;Muy bueno / Oso ona;17,79;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;19:00;1,09;0,16;14;13;Muy bueno / Oso ona;17,63;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;18:00;0,56;0,14;14;13;Muy bueno / Oso ona;17,25;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;12;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;17:00;0,48;0,12;14;11;Muy bueno / Oso ona;16,96;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;16:00;0,81;0,11;12;10;Muy bueno / Oso ona;16,25;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;15:00;0,74;0,12;9;8;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;14:00;0,45;0,09;15;12;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;13:00;0,16;0,11;13;10;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;12:00;0,11;0,06;10;7;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;11:00;0,08;0,08;11;9;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;10:00;0,16;0,1;10;9;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;09:00;0,25;0,2;35;22;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;08:00;0,26;0,2;42;27;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;07:00;0,32;0,24;47;30;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2025;06:00;0,34;0,23;45;32;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
